Date,Comment,Post_ID,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Sentiment
7/4/2025 16:16,Forest fire competition among Dzongkhags,8.0,,,,,neu
7/4/2025 16:24,What’s going on? This really needs to stop now…looks like something very fishy is going on…,8.0,,,,,neg
7/4/2025 16:24,Please 🙏🙏,8.0,,,,,neu
7/4/2025 16:24,May all the animals and insects! Day wa chin gi zhimkham Lu kay wa ra sho chi 🙏🙏🙏,8.0,,,,,neg
7/4/2025 16:26,སྡིག་པས་ཁ་མ་གང་ན་ སྤང་ལ་མེ་རྒྱབ།,8.0,,,,,neu
7/4/2025 16:28,"Something is wrong here. Why all the forest fire happening in western part? We rarely hear forest fire happening in eastern region. Concerned authorities should seriously investigate before all the forest end up burnt, I mean all the cause cannot be the power cables. And along with that, all citizens to be more careful and aware, be more responsible.Maybe I am missing something, let me know if I am.",8.0,,,,,neg
7/4/2025 16:29,What is the cause of fire ccc.zaiii,8.0,,,,,neu
7/4/2025 16:36,"Global warming,",8.0,,,,,neu
7/4/2025 16:38,Awo wai ...Forest fire dhi zha ra matub mae😥Om madney padmey hung🙏🙏🙏,8.0,,,,,neu
7/4/2025 16:41,M confused now...why forest fire everywhere....don't know whether people are intentionally doing or what?,8.0,,,,,neg
7/4/2025 16:41,Today also maynot be bpc transformer 😆 🤣 😂,8.0,,,,,neu
7/4/2025 16:44,Om mani padmey hung hrel,8.0,,,,,neu
7/4/2025 16:53,🙏🏻🙏🏻🙏🏻😢😢,8.0,,,,,neu
7/4/2025 16:57,🌧️ ☔️ 🌧️,8.0,,,,,neu
7/4/2025 17:10,End of the wrld,8.0,,,,,neg
7/4/2025 17:19,Plz don't be careless.,8.0,,,,,neu
7/4/2025 17:26,Trust GOD,8.0,,,,,pos
7/4/2025 18:11,What's the use of uploading videos,8.0,,,,,neu
7/4/2025 18:24,"Aiiee......poor animals and insects, very sad",8.0,,,,,neg
7/4/2025 19:05,It seems that fire Tshokpas r there to lit the fireplaces....,8.0,,,,,neu
7/4/2025 19:12,I think it's time that we make use of 2nd June again. We should be planting the trees again on social forestry day in replacement of those burnt forests. #layman_thought,8.0,,,,,neu
7/4/2025 21:55,OMG 🙏🙏🙏,8.0,,,,,neu
8/4/2025 0:20,Om ami dewa hri,8.0,,,,,neu
8/4/2025 1:31,Thanks 🙏🙏🙏,8.0,,,,,neu
8/4/2025 3:43,What’s happening Somewhere some one is really playing around and harming…Is it careless smokers or unknown accidents or intentional burners Seriously 😒,8.0,,,,,neg
8/4/2025 3:45,These days we can see forest fire everywhere. I feel guilty when the tourists complain about the air pollution and quality.,8.0,,,,,neg
8/4/2025 3:56,Why people being too careless these days.,8.0,,,,,neg
8/4/2025 4:55,What’s going on now🥺🥺🥺🥺🥺🥹🥹🥹🥹,8.0,,,,,neu
8/4/2025 5:17,🤦🏽so sad to hear such news at tsirang ...,8.0,,,,,neg
8/4/2025 13:46,Aiii so sad 😞 😔 😟 🙁 😥 how live animals in their 🤔 home 🏡 😢 💔.,8.0,,,,,neg
8/4/2025 14:58,This year there are many forest fire which may trigger landslides due to excessive surface runoffs during the rainy season.,8.0,,,,,neg
8/4/2025 16:08,Ohm Ami Deware...,8.0,,,,,neu
8/4/2025 11:26,Bringing shame to our reputation. Hope these frauds get the maximum prison time.,6.0,,,,,neg
8/4/2025 11:28,Tashi Delek 🤲🤲 🤲,6.0,,,,,neu
8/4/2025 11:30,Pls share their pictures.,6.0,,,,,neu
8/4/2025 11:32,Expose them with their names and pictures,6.0,,,,,neg
8/4/2025 11:32,Kupar zhu gay la,6.0,,,,,neu
8/4/2025 11:32,Display the image of them. They deserve it.,6.0,,,,,pos
8/4/2025 11:32,Anything will happen with the digitization in this 21st century 🤔🤔🤔,6.0,,,,,neu
8/4/2025 11:34,Expose their face here..,6.0,,,,,neg
8/4/2025 11:34,Photo please???,6.0,,,,,neu
8/4/2025 11:35,"No surprises, call centers are usually operated by Indian companies and they are mostly associated with scams",6.0,,,,,neg
8/4/2025 11:36,Why don’t you show the pic of that laddy?,6.0,,,,,neu
8/4/2025 11:36,Unbelievable,6.0,,,,,pos
8/4/2025 11:43,Foto gobay sa...,6.0,,,,,neu
8/4/2025 11:44,Scammers also in bail🤣🤣🤣,6.0,,,,,neg
8/4/2025 11:44,Kelden Yoezer Rabgay DO NOT REDEEM IT,6.0,,,,,neg
8/4/2025 11:46,Such rotten people should give lesson to avoid in future,6.0,,,,,neg
8/4/2025 11:48,Life time prisoners,6.0,,,,,neg
8/4/2025 11:51,It’s painful to witness our own people being taken advantage of by those from the same land. 😟,6.0,,,,,neg
8/4/2025 12:03,Scammer pay back is on the way,6.0,,,,,neg
8/4/2025 12:03,Impact of empowering women,6.0,,,,,pos
8/4/2025 12:04,Where are the beautiful pictures of them?,6.0,,,,,neu
8/4/2025 12:16,Their beautiful photo,6.0,,,,,pos
8/4/2025 12:22,Photo tshuk tang siii menaaaa,6.0,,,,,neu
8/4/2025 12:30,When govt trust such agents....based on licences,6.0,,,,,neu
8/4/2025 12:32,"These days scammers everywhere, let us be alert.",6.0,,,,,neg
8/4/2025 12:32,Freeze those rascals into dark room for entire life,6.0,,,,,neg
8/4/2025 12:48,Bail hahaha 😂😅😅 money talks...,6.0,,,,,neu
8/4/2025 13:02,Hope they don't get exited Paro international airport easily like 🐒 exiting 🌽 field after satisfying works.,6.0,,,,,neu
8/4/2025 13:03,"Sometimes in 2006 MoLHR sent almost 40 students to Kolkata to get trained in call centres. After six months students realized that call centres works are nothing but scamming the people, they all returned back and the saddest part is that govt couldn't employ them.. 😭😭😭",6.0,,,,,neg
8/4/2025 13:24,Why is this paper keeping the perpetrators anonymous. Reveal their names if not their identities.,6.0,,,,,neg
8/4/2025 13:25,Now women empowerment is really working.,6.0,,,,,pos
8/4/2025 13:31,"Feel sorry for the workers. They must have eagerly joined just to get employed, not knowing exactly what they were supposed to do.",6.0,,,,,neg
8/4/2025 13:56,Kill them,6.0,,,,,neg
8/4/2025 14:03,Unemployment rate decreased lo sa... don't know how but decreased miracle miracle,6.0,,,,,neg
8/4/2025 14:14,It's still happening especially in digital platform like Instagram,6.0,,,,,neu
8/4/2025 14:15,Confused 🤔🤔🤔,6.0,,,,,neg
8/4/2025 14:20,"Impersonating telecom companies, stealing data, scamming foreigners... just another day in the life of 'innovative digital marketing'. Out on bail, of course.",6.0,,,,,neg
8/4/2025 14:48,Photo plz,6.0,,,,,neu
8/4/2025 15:06,We are how our neighbours are!,6.0,,,,,neu
8/4/2025 15:26,Y in Bail..? How could thy gt bail..? Thy all must sentence more yr in jail.,6.0,,,,,neg
8/4/2025 15:40,Zai dro se se,6.0,,,,,neu
8/4/2025 15:41,Chodrup gosa toensa lotshongne na toen doep drey bou.,6.0,,,,,neu
8/4/2025 15:41,Real thief who is preying on someone’s hard work to sustain rather than putting one’s own hard work. Shame to those scammers.,6.0,,,,,neg
8/4/2025 15:43,"Detainees are out on bail? If they are on bail, they can't be detainees and the vice versa.",6.0,,,,,neg
8/4/2025 15:44,No bail please,6.0,,,,,neu
8/4/2025 15:46,Sign of technological development…,6.0,,,,,pos
8/4/2025 15:51,I really don’t want to hear Punjabi music meme 😂,6.0,,,,,neg
8/4/2025 15:51,Take directly to chamgang.,6.0,,,,,neu
8/4/2025 16:04,Lonewolf Tenzin yours plz,6.0,,,,,neu
8/4/2025 16:14,"Ani tsu de thrang thrang rang jail in tang go ni may. No FIR, no warning",6.0,,,,,neg
8/4/2025 16:32,Everything happens and it happens for good 😊,6.0,,,,,pos
8/4/2025 16:59,Wow super. This scam need to punish worst for looting... ❤️❤️❤️,6.0,,,,,neg
8/4/2025 17:04,Alot thing to do again!,6.0,,,,,neu
8/4/2025 17:33,Revenue for govt Lala,6.0,,,,,neu
8/4/2025 21:47,Upload their pictures,6.0,,,,,neu
9/4/2025 0:13,Why did you redeem it !!!,6.0,,,,,neg
9/4/2025 2:03,"""This is deeply shock and frightened to the innocent people with the highly talented people trained with the present technology of modern."" Thanks.",6.0,,,,,neg
9/4/2025 2:23,Scammers on bail? Lol,6.0,,,,,neg
9/4/2025 2:53,We want photos of scammer,6.0,,,,,neu
9/4/2025 4:22,Seems like they have watched crime patrol and implemented the methods. So danger ⚠️,6.0,,,,,neg
9/4/2025 5:28,WHY DID YOU REDEEM IT!!!,6.0,,,,,neg
7/4/2025 12:37,Tashi delek laa,11.0,,,,,neu
7/4/2025 12:50,Where does this money specifically goes in la ?,11.0,,,,,neu
7/4/2025 13:15,Hurray,11.0,,,,,pos
7/4/2025 13:25,3 star hotels are enjoying good number of tourism this year due to SDF impose on India tourist .,11.0,,,,,pos
7/4/2025 13:36,With Indian guests???,11.0,,,,,neu
7/4/2025 13:50,The tourists arrival numbers recorded by DOT is always misleading,11.0,,,,,neg
7/4/2025 14:25,Embezzle jow mai tama teru gara careful bay da.,11.0,,,,,neu
7/4/2025 14:58,Those working in tourism field would very much appreciate if the road towards Khamsum Yulley Namgyel Choten is atleast maintain from highway junction,11.0,,,,,neu
7/4/2025 15:09,Joke of the year 2025 🤣🤣🤣,11.0,,,,,neg
7/4/2025 15:29,Do we really need to broadcast 🤔 rather improve facilities.,11.0,,,,,neu
7/4/2025 15:40,It is crazy golden opportunities to increase SDF.,11.0,,,,,pos
7/4/2025 16:04,Does every travel arranger pay taxes apart from SDF la ?,11.0,,,,,neu
7/4/2025 16:35,But 20-30% always goes in someone's hemchu peacefully,11.0,,,,,neu
7/4/2025 16:46,3 lakhs the target,11.0,,,,,neu
7/4/2025 17:30,Embay wai da nu wai da nu,11.0,,,,,neu
7/4/2025 18:16,Penny wise pound foolish policy !,11.0,,,,,neg
8/4/2025 0:47,Is the above statistics only dollar paying tourist or Indians included la?,11.0,,,,,neu
8/4/2025 1:34,April fool,11.0,,,,,neg
8/4/2025 1:56,❤️ ❤️ ❤️,11.0,,,,,neu
8/4/2025 2:07,BIT for Department of Tourisim.,11.0,,,,,neu
8/4/2025 2:37,Expecting something should not be for nothing,11.0,,,,,neu
8/4/2025 13:22,"Accordingly, if the tourism products are improved then no doubt tourists will overflow.",11.0,,,,,pos
8/4/2025 17:23,"Provided golden plates with rotten foods. Please improve tourist related infrastructures. The washroom in Pelela, Yontongla, Bumthang remains idle after investing millions with no proper water and the washroom condition at tigersnest monastery is worst. Shameful and hesitant.",11.0,,,,,neg
7/4/2025 13:56,Next time mingle win wry not😎,9.0,,,,,neu
7/4/2025 14:25,"Oh! So Sad Yeah. Our Magics 🎩 ♥️ became the Reality in New Delhi. Keep Practicing Ur Magics ""Black Magics"". 🎩⚫️👌🖤",9.0,,9.0,Totally uncalled for after last year’s 5 nations championship,9.0,neg
7/4/2025 14:46,Tashi Delek,9.0,,,,,neu
7/4/2025 15:51,Try n try until U success,9.0,,,,,pos
7/4/2025 16:50,👍👍👍👍,9.0,,,,,neu
8/4/2025 4:56,Tashi delek laa,10.0,,,,,neu
7/4/2025 12:37,Where does this money specifically goes in la ?,10.0,,,,,neu
7/4/2025 12:41,Hurray,10.0,,,,,pos
7/4/2025 12:50,3 star hotels are enjoying good number of tourism this year due to SDF impose on India tourist .,10.0,,,,,pos
7/4/2025 13:15,With Indian guests???,10.0,,,,,neu
7/4/2025 13:25,The tourists arrival numbers recorded by DOT is always misleading,10.0,,,,,neg
7/4/2025 13:36,Embezzle jow mai tama teru gara careful bay da.,10.0,,,,,neu
7/4/2025 13:50,Those working in tourism field would very much appreciate if the road towards Khamsum Yulley Namgyel Choten is atleast maintain from highway junction,10.0,,,,,neu
7/4/2025 14:58,Joke of the year 2025 🤣🤣🤣,10.0,,,,,neg
7/4/2025 14:59,Do we really need to broadcast 🤔 rather improve facilities.,10.0,,,,,neu
7/4/2025 15:09,It is crazy golden opportunities to increase SDF.,10.0,,,,,pos
7/4/2025 15:29,Does every travel arranger pay taxes apart from SDF la ?,10.0,,,,,neu
7/4/2025 15:40,But 20-30% always goes in someone's hemchu peacefully,10.0,,,,,neu
7/4/2025 16:04,3 lakhs the target,10.0,,,,,neu
7/4/2025 16:35,Embay wai da nu wai da nu,10.0,,,,,neu
7/4/2025 16:46,Penny wise pound foolish policy !,10.0,,,,,neg
7/4/2025 17:30,Is the above statistics only dollar paying tourist or Indians included la?,10.0,,,,,neu
7/4/2025 18:16,April fool,10.0,,,,,neg
8/4/2025 0:47,❤️ ❤️ ❤️,10.0,,,,,neu
8/4/2025 1:34,BIT for Department of Tourisim.,10.0,,,,,neu
8/4/2025 1:56,Expecting something should not be for nothing,10.0,,,,,neu
8/4/2025 2:07,"Accordingly, if the tourism products are improved then no doubt tourists will overflow.",10.0,,,,,pos
8/4/2025 2:37,"Provided golden plates with rotten foods. Please improve tourist related infrastructures. The washroom in Pelela, Yontongla, Bumthang remains idle after investing millions with no proper water and the washroom condition at tigersnest monastery is worst. Shameful and hesitant.",10.0,,,,,neg
8/4/2025 13:22,Good luck 👍🏿,12.0,,,,,pos
8/4/2025 17:23,Thimphu location please,12.0,,,,,neu
7/4/2025 12:10,Good luck,12.0,,,,,pos
7/4/2025 12:17,All the best boxers👊Kay Yang Bebi Venus Kinley Kinley,12.0,,,,,pos
7/4/2025 12:33,Goodluck,12.0,,,,,pos
7/4/2025 13:43,Good luck 😍,12.0,,,,,pos
7/4/2025 13:50,All the best boxer,12.0,,,,,pos
7/4/2025 14:08,Kinley Kinley good luck 👍,12.0,,,,,pos
7/4/2025 14:11,Good luck my brother 🥳,12.0,,,,,pos
7/4/2025 14:15,All the best boxersKay Yang Kinley Kinley Bebi Venus,12.0,,,,,pos
7/4/2025 15:19,Good luck acho kinley 👍,12.0,,,,,pos
7/4/2025 16:06,Tashi Tyson Jr. No harm in trying Lopen😜,12.0,,,,,neu
7/4/2025 16:15,Sogyel Gyeltshen Passang Samjana Rai BE READY LA,12.0,,,,,neu
7/4/2025 16:22,Proud of uu boxer Good luck,12.0,,,,,pos
7/4/2025 17:22,May the best fists fly high! Good luck to Bhutan Boxing Federationand all competing nations🥊💨🔥,12.0,,,,,pos
7/4/2025 18:30,Passa Peceey Dorjee My best boxer this time try hard😂,12.0,,,,,pos
7/4/2025 19:23,Ready to knockout wong,12.0,,,,,neu
8/4/2025 0:14,Good luck Kinley,12.0,,,,,pos
8/4/2025 0:32,Gud luck 🤞 kinley,12.0,,,,,pos
8/4/2025 0:47,Good luck bro 👍👍,12.0,,,,,pos
8/4/2025 2:55,Good luck guys Kay Yang Bebi Venus,12.0,,,,,pos
8/4/2025 3:05,Good luck 👍,12.0,,,,,pos
8/4/2025 3:23,Kinley Kinley good luck 🫡,12.0,,,,,pos
8/4/2025 4:27,Gud luck bro I know you can do it 🥊🥊,12.0,,,,,pos
8/4/2025 4:28,Good luck 🤞🍀,12.0,,,,,pos
8/4/2025 5:14,All the best of luck boxer,12.0,,,,,pos
8/4/2025 7:28,Best of luck,12.0,,,,,pos
8/4/2025 8:11,Good luck kinley,12.0,,,,,pos
8/4/2025 8:15,All the best bro,12.0,,,,,pos
8/4/2025 8:26,Best of luck boxer U can do itProd of u man,12.0,,,,,pos
8/4/2025 8:43,All the best boxer ✨,12.0,,,,,pos
8/4/2025 14:05,Rest in peace 🙏🙏🙏,13.0,,,,,neu
8/4/2025 23:15,Rest in peace 🙏🙏🙏,13.0,,,,,neu
7/4/2025 10:14,Rest in peace 🙏🙏🙏,13.0,,,,,neu
7/4/2025 10:15,Rest in peace 🙏,13.0,,,,,neu
7/4/2025 10:19,Rest in peace,13.0,,,,,neu
7/4/2025 10:23,Safety aspects of Bolero should be studied before more precious lives are snubbed.,13.0,,,,,neg
7/4/2025 10:29,Rest in peace,13.0,,,,,neu
7/4/2025 10:31,Rest in peace,13.0,,,,,neu
7/4/2025 10:33,Rest in peace 🕊️🙏🙏,13.0,,,,,neu
7/4/2025 10:35,Rest in peace 🙏🙏🙏,13.0,,,,,neu
7/4/2025 10:36,Rest in peace,13.0,,,,,neu
7/4/2025 10:37,Rest in peace,13.0,,,,,neu
7/4/2025 10:39,Rest in peace 🕊️,13.0,,,,,neu
7/4/2025 10:40,Rest in peace🥹,13.0,,,,,neu
7/4/2025 10:45,Rest in peace🙏🙏🙏,13.0,,,,,neu
7/4/2025 10:46,Rest in peace 😢,13.0,,,,,neu
7/4/2025 10:47,Rest in peace 🕊️🙏,13.0,,,,,neu
7/4/2025 10:50,Rest in peace 🙏🙏🙏,13.0,,,,,neu
7/4/2025 10:51,Rest in peace 🙏🙏🙏,13.0,,,,,neu
7/4/2025 10:51,Rest in peace 🙏,13.0,,,,,neu
7/4/2025 10:53,Rest in peace,13.0,,,,,neu
7/4/2025 10:54,REST IN PEACE,13.0,,,,,neu
7/4/2025 10:55,Rest in peace,13.0,,,,,neu
7/4/2025 11:08,Rest in peace 😭🙏🙏,13.0,,,,,neu
7/4/2025 11:08,Rest in peace,13.0,,,,,neu
7/4/2025 11:08,Rest in peace 🙏🙏🙏,13.0,,,,,neu
7/4/2025 11:09,Rest in peace 🙏,13.0,,,,,neu
7/4/2025 11:13,Rest in peace,13.0,,,,,neu
7/4/2025 11:17,Rest in peace,13.0,,,,,neu
7/4/2025 11:19,Rest in peace 🙏🙏🙏,13.0,,,,,neu
7/4/2025 11:25,Rest in peace 🙏,13.0,,,,,neu
7/4/2025 11:31,Rest in peace,13.0,,,,,neu
7/4/2025 11:31,Rest in peace 🕊️,13.0,,,,,neu
7/4/2025 11:31,Rest in Peace,13.0,,,,,neu
7/4/2025 11:40,Rest in peace 🙏,13.0,,,,,neu
7/4/2025 11:45,My prayers are with the departed and the injured. Om Mani Padmey Hung🙏,13.0,,,,,neu
7/4/2025 11:59,Rest in peace 🙏,13.0,,,,,neu
7/4/2025 11:59,OM MANE PADME HUNG Prayer to all Stable Crews admitted in Wangdue Hospital for Fast Recovery . Rest in Peace Deceased one and Heartfelt Condolence to the Breaved Family Members.,13.0,,,,,pos
7/4/2025 12:00,Rest in peace 🕊️🙏🏼,13.0,,,,,neu
7/4/2025 12:04,Condolence to the bereaved family and speedy recovery for those who involved 🙏,13.0,,,,,pos
7/4/2025 12:09,Rest in peace,13.0,,,,,neu
7/4/2025 12:15,Rest in peace 🙏,13.0,,,,,neu
7/4/2025 12:25,Deepest condolences to the bereaved families.,13.0,,,,,neg
7/4/2025 12:32,Rest in peace,13.0,,,,,neu
7/4/2025 12:36,Rest in peace 🙏🙏🙏,13.0,,,,,neu
7/4/2025 12:47,Rest in peace,13.0,,,,,neu
7/4/2025 12:48,"Ah...Another precious life claimed by MV accidentInspite of awareness and advocacy programs by the relevant stake holders, there seemed to be no real solutions for prevent of MV accidents All motorist need to be very mindful when behind the wheelsOm Mani padme hung hri 🙏 May the departed soul rest in eternal peace",13.0,,,,,neg
7/4/2025 12:55,Rest in peace,13.0,,,,,neu
7/4/2025 13:06,Om mane Rip,13.0,,,,,neu
7/4/2025 13:06,Rest in peace 🙏,13.0,,,,,neu
7/4/2025 13:06,Rest in peace,13.0,,,,,neu
7/4/2025 13:21,Rest in peace,13.0,,,,,neu
7/4/2025 13:25,Rest in peace,13.0,,,,,neu
7/4/2025 13:33,Rest in peace 🙏,13.0,,,,,neu
7/4/2025 13:36,"too much second handed that is problem sir,",13.0,,,,,neg
7/4/2025 13:38,Rest in peace 1🙏🙏,13.0,,,,,neu
7/4/2025 13:40,Rest in peace 🙏,13.0,,,,,neu
7/4/2025 14:02,Rest in peace 🙏🙏,13.0,,,,,neu
7/4/2025 14:03,Rest in peace,13.0,,,,,neu
7/4/2025 14:15,Rest in peace 🙏🙏,13.0,,,,,neu
7/4/2025 14:15,Rest in peace,13.0,,,,,neu
7/4/2025 14:28,Rest in peace 🕊️🙏🙏🙏,13.0,,,,,neu
7/4/2025 14:30,Rest in peace,13.0,,,,,neu
7/4/2025 14:34,Rest in peace🙏🙏🙏,13.0,,,,,neu
7/4/2025 14:35,Rest in peace 🙏🙏🙏🙏,13.0,,,,,neu
